ID-TOTS,ID,A_EXPEDIENT_HES,A_EMPRESA_HES,A_PRODUCTE_HES,A_DATA_HES,A_REFERENCIA_HES,A_ORIGEN_HES,A_DESTI_HES,A_UNITATS_HES,A_IN_HES,A_OUT_HES,A_STOCK_HES,A_OPERACIO_HES,A_CLAU_UNICA_HES,A_ESTAT_HES
548,61,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-07 09:26:04,MGZ01/SURT/00011,MGZ01/Stock,Customers,107,,107,0,OP_INTERMITJA,6352_PB20000-W_,Hecho
549,65,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-12 09:45:00,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,273,273,,273,OP_INTERMITJA,6352_PB20000-W_,Hecho
550,72,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-12 09:48:55,MGZ01/SURT/00012,MGZ01/Stock,Customers,95,,95,178,OP_INTERMITJA,6352_PB20000-W_,Hecho
551,75,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-12 09:51:09,MGZ01/SURT/00013,MGZ01/Stock,Customers,93,,93,85,OP_INTERMITJA,6352_PB20000-W_,Hecho
552,77,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-12 09:53:24,MGZ01/SURT/00014,MGZ01/Stock,Customers,85,,85,0,OP_INTERMITJA,6352_PB20000-W_,Hecho
553,82,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-20 08:15:55,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,270,270,,270,OP_INTERMITJA,6352_PB20000-W_,Hecho
554,87,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-20 11:06:55,MGZ01/SURT/00015,MGZ01/Stock,Customers,86,,86,184,OP_INTERMITJA,6352_PB20000-W_,Hecho
555,89,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-20 11:10:18,MGZ01/SURT/00016,MGZ01/Stock,Customers,80,,80,104,OP_INTERMITJA,6352_PB20000-W_,Hecho
556,93,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-20 11:13:12,MGZ01/SURT/00017,MGZ01/Stock,Customers,104,,104,0,OP_INTERMITJA,6352_PB20000-W_,Hecho
557,98,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-26 10:08:49,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,304,304,,304,OP_INTERMITJA,6352_PB20000-W_,Hecho
558,103,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-26 12:17:59,MGZ01/SURT/00018,MGZ01/Stock,Customers,117,,117,187,OP_INTERMITJA,6352_PB20000-W_,Hecho
559,107,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-27 09:02:08,MGZ01/SURT/00019,MGZ01/Stock,Customers,101,,101,86,OP_INTERMITJA,6352_PB20000-W_,Hecho
560,112,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-11-27 09:03:35,MGZ01/SURT/00020,MGZ01/Stock,Customers,86,,86,0,OP_INTERMITJA,6352_PB20000-W_,Hecho
561,114,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-03 09:41:45,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,247,247,,247,OP_INTERMITJA,6352_PB20000-W_,Hecho
562,118,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-03 09:45:36,MGZ01/SURT/00021,MGZ01/Stock,Customers,101,,101,146,OP_INTERMITJA,6352_PB20000-W_,Hecho
563,124,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-03 09:48:03,MGZ01/SURT/00022,MGZ01/Stock,Customers,70,,70,76,OP_INTERMITJA,6352_PB20000-W_,Hecho
564,125,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-03 09:50:38,MGZ01/SURT/00023,MGZ01/Stock,Customers,76,,76,0,OP_INTERMITJA,6352_PB20000-W_,Hecho
565,130,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-10 09:51:13,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,299,299,,299,OP_INTERMITJA,6352_PB20000-W_,Hecho
566,136,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-10 09:56:38,MGZ01/SURT/00024,MGZ01/Stock,Customers,119,,119,180,OP_INTERMITJA,6352_PB20000-W_,Hecho
567,138,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-10 09:59:02,MGZ01/SURT/00025,MGZ01/Stock,Customers,82,,82,98,OP_INTERMITJA,6352_PB20000-W_,Hecho
568,143,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-10 10:00:34,MGZ01/SURT/00026,MGZ01/Stock,Customers,98,,98,0,OP_INTERMITJA,6352_PB20000-W_,Hecho
569,146,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-17 19:06:51,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,256,256,,256,OP_INTERMITJA,6352_PB20000-W_,Hecho
570,152,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-28 15:13:47,MGZ01/SURT/00028,MGZ01/Stock,Customers,77,,77,179,OP_INTERMITJA,6352_PB20000-W_,Hecho
571,156,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-28 15:22:55,MGZ01/SURT/00029,MGZ01/Stock,Customers,82,,82,97,OP_INTERMITJA,6352_PB20000-W_,Hecho
572,160,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-28 15:31:13,MGZ01/SURT/00030,MGZ01/Stock,Customers,97,,97,0,OP_INTERMITJA,6352_PB20000-W_,Hecho
573,164,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-28 16:10:27,MGZ01/ENTRA/00024,Vendors,MGZ01/Stock,10,10,,10,OP_INTERMITJA,6352_PB20000-W_,Hecho
574,168,6352,ADG32 6352 SAANANOU SL,_PB20000-W_,2025-12-28 16:20:17,MGZ01/SURT/00031,MGZ01/Stock,Customers,10,,10,0,OP_FINAL,6352_PB20000-W_,Hecho
575,2,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-17 09:41:06,MGZ01/ENTRA/00001,Vendors,MGZ01/Stock,87,87,,87,OP_INICIAL,6352_SDU3_,Hecho
576,7,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-17 10:22:01,MGZ01/SURT/00001,MGZ01/Stock,Customers,87,,87,0,OP_INTERMITJA,6352_SDU3_,Hecho
577,12,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-23 08:45:14,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,262,262,,262,OP_INTERMITJA,6352_SDU3_,Hecho
578,13,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-23 08:53:30,MGZ01/SURT/00002,MGZ01/Stock,Customers,97,,97,165,OP_INTERMITJA,6352_SDU3_,Hecho
579,18,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-23 18:16:05,MGZ01/SURT/00003,MGZ01/Stock,Customers,88,,88,77,OP_INTERMITJA,6352_SDU3_,Hecho
580,23,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-23 18:26:35,MGZ01/SURT/00004,MGZ01/Stock,Customers,77,,77,0,OP_INTERMITJA,6352_SDU3_,Hecho
581,28,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-29 10:24:51,MGZ01/ENTRA/00007,Vendors,MGZ01/Stock,255,255,,255,OP_INTERMITJA,6352_SDU3_,Hecho
582,30,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-29 10:32:08,MGZ01/SURT/00005,MGZ01/Stock,Customers,58,,58,197,OP_INTERMITJA,6352_SDU3_,Hecho
583,35,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-29 10:37:24,MGZ01/SURT/00006,MGZ01/Stock,Customers,95,,95,102,OP_INTERMITJA,6352_SDU3_,Hecho
584,40,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-10-29 10:40:43,MGZ01/SURT/00007,MGZ01/Stock,Customers,102,,102,0,OP_INTERMITJA,6352_SDU3_,Hecho
585,43,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-05 10:28:38,MGZ01/ENTRA/00009,Vendors,MGZ01/Stock,277,277,,277,OP_INTERMITJA,6352_SDU3_,Hecho
586,46,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-05 18:39:21,MGZ01/SURT/00008,MGZ01/Stock,Customers,115,,115,162,OP_INTERMITJA,6352_SDU3_,Hecho
587,49,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-05 18:47:16,MGZ01/SURT/00009,MGZ01/Stock,Customers,89,,89,73,OP_INTERMITJA,6352_SDU3_,Hecho
588,54,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-07 09:10:05,MGZ01/ENTRA/00010,Customers,MGZ01/Stock,115,115,,188,OP_INTERMITJA,6352_SDU3_,Hecho
589,58,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-07 09:14:02,MGZ01/SURT/00010,MGZ01/Stock,Customers,73,,73,115,OP_INTERMITJA,6352_SDU3_,Hecho
590,62,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-07 09:26:04,MGZ01/SURT/00011,MGZ01/Stock,Customers,115,,115,0,OP_INTERMITJA,6352_SDU3_,Hecho
591,68,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-12 09:46:46,MGZ01/ENTRA/00012,Vendors,MGZ01/Stock,253,253,,253,OP_INTERMITJA,6352_SDU3_,Hecho
592,70,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-12 09:48:55,MGZ01/SURT/00012,MGZ01/Stock,Customers,70,,70,183,OP_INTERMITJA,6352_SDU3_,Hecho
593,74,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-12 09:51:09,MGZ01/SURT/00013,MGZ01/Stock,Customers,98,,98,85,OP_INTERMITJA,6352_SDU3_,Hecho
594,79,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-12 09:53:24,MGZ01/SURT/00014,MGZ01/Stock,Customers,85,,85,0,OP_INTERMITJA,6352_SDU3_,Hecho
595,84,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-20 08:20:30,MGZ01/ENTRA/00014,Vendors,MGZ01/Stock,241,241,,241,OP_INTERMITJA,6352_SDU3_,Hecho
596,88,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-20 11:06:55,MGZ01/SURT/00015,MGZ01/Stock,Customers,75,,75,166,OP_INTERMITJA,6352_SDU3_,Hecho
597,90,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-20 11:10:18,MGZ01/SURT/00016,MGZ01/Stock,Customers,84,,84,82,OP_INTERMITJA,6352_SDU3_,Hecho
598,96,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-20 11:13:12,MGZ01/SURT/00017,MGZ01/Stock,Customers,82,,82,0,OP_INTERMITJA,6352_SDU3_,Hecho
599,100,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-26 10:16:52,MGZ01/ENTRA/00016,Vendors,MGZ01/Stock,341,341,,341,OP_INTERMITJA,6352_SDU3_,Hecho
600,101,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-26 12:17:59,MGZ01/SURT/00018,MGZ01/Stock,Customers,107,,107,234,OP_INTERMITJA,6352_SDU3_,Hecho
601,108,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-27 09:02:08,MGZ01/SURT/00019,MGZ01/Stock,Customers,122,,122,112,OP_INTERMITJA,6352_SDU3_,Hecho
602,109,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-11-27 09:03:35,MGZ01/SURT/00020,MGZ01/Stock,Customers,112,,112,0,OP_INTERMITJA,6352_SDU3_,Hecho
603,116,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-03 09:43:41,MGZ01/ENTRA/00018,Vendors,MGZ01/Stock,289,289,,289,OP_INTERMITJA,6352_SDU3_,Hecho
604,117,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-03 09:45:36,MGZ01/SURT/00021,MGZ01/Stock,Customers,119,,119,170,OP_INTERMITJA,6352_SDU3_,Hecho
605,122,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-03 09:48:03,MGZ01/SURT/00022,MGZ01/Stock,Customers,97,,97,73,OP_INTERMITJA,6352_SDU3_,Hecho
606,127,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-03 09:50:38,MGZ01/SURT/00023,MGZ01/Stock,Customers,73,,73,0,OP_INTERMITJA,6352_SDU3_,Hecho
607,132,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-10 09:54:45,MGZ01/ENTRA/00020,Vendors,MGZ01/Stock,269,269,,269,OP_INTERMITJA,6352_SDU3_,Hecho
608,133,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-10 09:56:38,MGZ01/SURT/00024,MGZ01/Stock,Customers,98,,98,171,OP_INTERMITJA,6352_SDU3_,Hecho
609,139,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-10 09:59:02,MGZ01/SURT/00025,MGZ01/Stock,Customers,66,,66,105,OP_INTERMITJA,6352_SDU3_,Hecho
610,144,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-10 10:00:34,MGZ01/SURT/00026,MGZ01/Stock,Customers,105,,105,0,OP_INTERMITJA,6352_SDU3_,Hecho
611,147,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-17 19:10:57,MGZ01/ENTRA/00022,Vendors,MGZ01/Stock,236,236,,236,OP_INTERMITJA,6352_SDU3_,Hecho
612,148,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-19 09:26:57,MGZ01/SURT/00027,MGZ01/Stock,Vendors,236,,236,0,OP_INTERMITJA,6352_SDU3_,Hecho
613,150,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-19 09:28:48,MGZ01/ENTRA/00023,Vendors,MGZ01/Stock,236,236,,236,OP_INTERMITJA,6352_SDU3_,Hecho
614,154,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-28 15:13:47,MGZ01/SURT/00028,MGZ01/Stock,Customers,80,,80,156,OP_INTERMITJA,6352_SDU3_,Hecho
615,158,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-28 15:22:55,MGZ01/SURT/00029,MGZ01/Stock,Customers,76,,76,80,OP_INTERMITJA,6352_SDU3_,Hecho
616,162,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-28 15:31:13,MGZ01/SURT/00030,MGZ01/Stock,Customers,80,,80,0,OP_INTERMITJA,6352_SDU3_,Hecho
617,166,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-28 16:12:24,MGZ01/ENTRA/00025,Vendors,MGZ01/Stock,13,13,,13,OP_INTERMITJA,6352_SDU3_,Hecho
618,169,6352,ADG32 6352 SAANANOU SL,_SDU3_,2025-12-28 16:20:17,MGZ01/SURT/00031,MGZ01/Stock,Customers,13,,13,0,OP_FINAL,6352_SDU3_,Hecho
619,3,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-17 09:46:16,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,90,90,,90,OP_INICIAL,6352_TCB355_,Hecho
620,6,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-17 10:22:01,MGZ01/SURT/00001,MGZ01/Stock,Customers,90,,90,0,OP_INTERMITJA,6352_TCB355_,Hecho
621,9,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-23 08:42:16,MGZ01/ENTRA/00003,Vendors,MGZ01/Stock,245,245,,245,OP_INTERMITJA,6352_TCB355_,Hecho
622,16,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-23 08:53:30,MGZ01/SURT/00002,MGZ01/Stock,Customers,86,,86,159,OP_INTERMITJA,6352_TCB355_,Hecho
623,17,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-23 18:16:05,MGZ01/SURT/00003,MGZ01/Stock,Customers,91,,91,68,OP_INTERMITJA,6352_TCB355_,Hecho
624,22,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-23 18:26:35,MGZ01/SURT/00004,MGZ01/Stock,Customers,68,,68,0,OP_INTERMITJA,6352_TCB355_,Hecho
625,25,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-29 09:56:07,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,274,274,,274,OP_INTERMITJA,6352_TCB355_,Hecho
626,29,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-29 10:32:08,MGZ01/SURT/00005,MGZ01/Stock,Customers,80,,80,194,OP_INTERMITJA,6352_TCB355_,Hecho
627,33,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-29 10:37:24,MGZ01/SURT/00006,MGZ01/Stock,Customers,76,,76,118,OP_INTERMITJA,6352_TCB355_,Hecho
628,38,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-10-29 10:40:43,MGZ01/SURT/00007,MGZ01/Stock,Customers,118,,118,0,OP_INTERMITJA,6352_TCB355_,Hecho
629,42,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-05 10:27:50,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,280,280,,280,OP_INTERMITJA,6352_TCB355_,Hecho
630,47,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-05 18:39:21,MGZ01/SURT/00008,MGZ01/Stock,Customers,102,,102,178,OP_INTERMITJA,6352_TCB355_,Hecho
631,52,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-05 18:47:16,MGZ01/SURT/00009,MGZ01/Stock,Customers,107,,107,71,OP_INTERMITJA,6352_TCB355_,Hecho
632,55,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-07 09:10:05,MGZ01/ENTRA/00010,Customers,MGZ01/Stock,102,102,,173,OP_INTERMITJA,6352_TCB355_,Hecho
633,59,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-07 09:14:02,MGZ01/SURT/00010,MGZ01/Stock,Customers,71,,71,102,OP_INTERMITJA,6352_TCB355_,Hecho
634,63,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-07 09:26:04,MGZ01/SURT/00011,MGZ01/Stock,Customers,102,,102,0,OP_INTERMITJA,6352_TCB355_,Hecho
635,66,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-12 09:45:00,MGZ01/ENTRA/00011,Vendors,MGZ01/Stock,262,262,,262,OP_INTERMITJA,6352_TCB355_,Hecho
636,71,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-12 09:48:55,MGZ01/SURT/00012,MGZ01/Stock,Customers,73,,73,189,OP_INTERMITJA,6352_TCB355_,Hecho
637,76,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-12 09:51:09,MGZ01/SURT/00013,MGZ01/Stock,Customers,94,,94,95,OP_INTERMITJA,6352_TCB355_,Hecho
638,80,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-12 09:53:24,MGZ01/SURT/00014,MGZ01/Stock,Customers,95,,95,0,OP_INTERMITJA,6352_TCB355_,Hecho
639,81,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-20 08:15:55,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,247,247,,247,OP_INTERMITJA,6352_TCB355_,Hecho
640,86,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-20 11:06:55,MGZ01/SURT/00015,MGZ01/Stock,Customers,62,,62,185,OP_INTERMITJA,6352_TCB355_,Hecho
641,92,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-20 11:10:18,MGZ01/SURT/00016,MGZ01/Stock,Customers,93,,93,92,OP_INTERMITJA,6352_TCB355_,Hecho
642,95,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-20 11:13:12,MGZ01/SURT/00017,MGZ01/Stock,Customers,92,,92,0,OP_INTERMITJA,6352_TCB355_,Hecho
643,97,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-26 10:08:49,MGZ01/ENTRA/00015,Vendors,MGZ01/Stock,335,335,,335,OP_INTERMITJA,6352_TCB355_,Hecho
644,102,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-26 12:17:59,MGZ01/SURT/00018,MGZ01/Stock,Customers,114,,114,221,OP_INTERMITJA,6352_TCB355_,Hecho
645,105,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-27 09:02:08,MGZ01/SURT/00019,MGZ01/Stock,Customers,119,,119,102,OP_INTERMITJA,6352_TCB355_,Hecho
646,110,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-11-27 09:03:35,MGZ01/SURT/00020,MGZ01/Stock,Customers,102,,102,0,OP_INTERMITJA,6352_TCB355_,Hecho
647,113,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-03 09:41:45,MGZ01/ENTRA/00017,Vendors,MGZ01/Stock,289,289,,289,OP_INTERMITJA,6352_TCB355_,Hecho
648,120,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-03 09:45:36,MGZ01/SURT/00021,MGZ01/Stock,Customers,121,,121,168,OP_INTERMITJA,6352_TCB355_,Hecho
649,123,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-03 09:48:03,MGZ01/SURT/00022,MGZ01/Stock,Customers,71,,71,97,OP_INTERMITJA,6352_TCB355_,Hecho
650,126,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-03 09:50:38,MGZ01/SURT/00023,MGZ01/Stock,Customers,97,,97,0,OP_INTERMITJA,6352_TCB355_,Hecho
651,129,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-10 09:51:13,MGZ01/ENTRA/00019,Vendors,MGZ01/Stock,285,285,,285,OP_INTERMITJA,6352_TCB355_,Hecho
652,135,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-10 09:56:38,MGZ01/SURT/00024,MGZ01/Stock,Customers,104,,104,181,OP_INTERMITJA,6352_TCB355_,Hecho
653,140,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-10 09:59:02,MGZ01/SURT/00025,MGZ01/Stock,Customers,81,,81,100,OP_INTERMITJA,6352_TCB355_,Hecho
654,142,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-10 10:00:34,MGZ01/SURT/00026,MGZ01/Stock,Customers,100,,100,0,OP_INTERMITJA,6352_TCB355_,Hecho
655,145,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-17 19:06:51,MGZ01/ENTRA/00021,Vendors,MGZ01/Stock,256,256,,256,OP_INTERMITJA,6352_TCB355_,Hecho
656,153,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-28 15:13:47,MGZ01/SURT/00028,MGZ01/Stock,Customers,81,,81,175,OP_INTERMITJA,6352_TCB355_,Hecho
657,157,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-28 15:22:55,MGZ01/SURT/00029,MGZ01/Stock,Customers,80,,80,95,OP_INTERMITJA,6352_TCB355_,Hecho
658,159,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-28 15:31:13,MGZ01/SURT/00030,MGZ01/Stock,Customers,95,,95,0,OP_INTERMITJA,6352_TCB355_,Hecho
659,163,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-28 16:10:27,MGZ01/ENTRA/00024,Vendors,MGZ01/Stock,11,11,,11,OP_INTERMITJA,6352_TCB355_,Hecho
660,170,6352,ADG32 6352 SAANANOU SL,_TCB355_,2025-12-28 16:20:17,MGZ01/SURT/00031,MGZ01/Stock,Customers,11,,11,0,OP_FINAL,6352_TCB355_,Hecho
661,4,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-17 09:46:43,MGZ01/ENTRA/00002,Vendors,MGZ01/Stock,80,80,,80,OP_INICIAL,6356_8846295_,Hecho
662,8,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-17 10:21:59,MGZ01/SURT/00001,MGZ01/Stock,Customers,80,,80,0,OP_INTERMITJA,6356_8846295_,Hecho
663,12,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-23 09:52:54,MGZ01/ENTRA/00004,Vendors,MGZ01/Stock,283,283,,283,OP_INTERMITJA,6356_8846295_,Hecho
664,13,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-23 12:17:33,MGZ01/SURT/00002,MGZ01/Stock,Customers,97,,97,186,OP_INTERMITJA,6356_8846295_,Hecho
665,18,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-24 09:35:12,MGZ01/SURT/00003,MGZ01/Stock,Customers,91,,91,95,OP_INTERMITJA,6356_8846295_,Hecho
666,22,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-24 09:42:33,MGZ01/SURT/00004,MGZ01/Stock,Customers,95,,95,0,OP_INTERMITJA,6356_8846295_,Hecho
667,26,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-29 10:34:24,MGZ01/ENTRA/00005,Vendors,MGZ01/Stock,221,221,,221,OP_INTERMITJA,6356_8846295_,Hecho
668,31,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-29 10:53:50,MGZ01/SURT/00005,MGZ01/Stock,Customers,70,,70,151,OP_INTERMITJA,6356_8846295_,Hecho
669,36,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-29 11:00:54,MGZ01/SURT/00006,MGZ01/Stock,Customers,68,,68,83,OP_INTERMITJA,6356_8846295_,Hecho
670,39,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-10-29 11:13:55,MGZ01/SURT/00007,MGZ01/Stock,Customers,83,,83,0,OP_INTERMITJA,6356_8846295_,Hecho
671,44,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-11-06 10:17:56,MGZ01/ENTRA/00008,Vendors,MGZ01/Stock,278,278,,278,OP_INTERMITJA,6356_8846295_,Hecho
672,45,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-11-06 14:44:39,MGZ01/SURT/00008,MGZ01/Stock,Customers,110,,110,168,OP_INTERMITJA,6356_8846295_,Hecho
673,50,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-11-06 14:55:56,MGZ01/SURT/00009,MGZ01/Stock,Customers,82,,82,86,OP_INTERMITJA,6356_8846295_,Hecho
674,56,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-11-06 15:02:15,MGZ01/SURT/00010,MGZ01/Stock,Customers,80,,80,6,OP_INTERMITJA,6356_8846295_,Hecho
675,58,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-11-13 13:00:42,MGZ01/ENTRA/00010,Vendors,MGZ01/Stock,267,267,,273,OP_INTERMITJA,6356_8846295_,Hecho
676,63,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-11-14 09:25:27,MGZ01/SURT/00011,MGZ01/Stock,Customers,87,,87,186,OP_INTERMITJA,6356_8846295_,Hecho
677,66,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-11-14 09:32:29,MGZ01/SURT/00012,MGZ01/Stock,Customers,93,,93,93,OP_INTERMITJA,6356_8846295_,Hecho
678,73,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-11-14 09:57:43,MGZ01/SURT/00013,MGZ01/Stock,Customers,93,,93,0,OP_INTERMITJA,6356_8846295_,Hecho
679,75,6356,ADG32 6356 WAANANOU SL,_8846295_,2025-11-19 11:26:30,MGZ01/ENTRA/00013,Vendors,MGZ01/Stock,278,278,,278,OP_INTERMITJA,6356_8846295_,Hecho
